Microarray_ID	Gene_name	Locus	5 min_b1t1	5 min_b1t2	5 min_b2t1	5 min_b2t2	15 min_b1t1	15 min_b1t2	15 min_b2t1	15 min_b2t2	30 min_b1t1	30 min_b2t1	60 min_b1t1	60 min_b1t2	60 min_b2t1	60 min_b2t2	Probe position	Description	Function	AUC
A_07_P020828	ydhA	b1639	0.91	1.32	1.14	1.42	1.07	1.82	1.96	2.75	1.92	4.14	1.04	1.71	4.53	6.72	chr:1716263-1716204	predicted lipoprotein	"orf, hypothetical protein [b1639]"	67.092
A_07_P020831	anmK	b1640	0.72	0.70	0.64	0.79	0.80	0.66	0.72	0.85	0.74	1.02	0.60	0.64	1.04	1.22	chr:1717386-1717327	conserved protein	"orf, hypothetical protein [b1640]"	-16.035
A_07_P020836	slyB	b1641	0.63	0.73	0.59	1.08	0.53	1.08	0.76	1.38	0.43	1.43	0.51	0.68	0.70	1.50	chr:1718248-1718307	outer membrane lipoprotein	putative outer membrane protein [b1641]	-18.008
A_07_P020843	slyA	b1642	1.19	1.20	1.22	1.10	0.91	1.21	2.01	1.76	1.29	2.42	0.81	1.12	2.60	2.56	chr:1718482-1718423	DNA-binding transcriptional activator	transcriptional regulator for cryptic hemolysin [b1642]	35.608
A_07_P020850	ydhI	b1643	4.58	4.52	3.02	2.93	3.75	1.56	4.42	4.18	5.57	1.49	4.66	2.57	0.93	0.67	chr:1719212-1719271	predicted inner membrane protein	"orf, hypothetical protein [b1643]"	75.770
A_07_P020852	ydhJ	b1644	2.00	2.41	1.83	3.09	2.79	2.55	5.02	2.84	3.95	2.05	2.58	2.74	1.92	1.88	chr:1719977-1720036	undecaprenyl pyrophosphate phosphatase	putative membrane protein [b1644]	78.250
A_07_P020859	ydhK	b1645	2.33	3.69	2.77	3.31	2.43	2.43	2.96	2.87	2.89		1.66	2.61	0.90	1.24	chr:1721754-1721813	conserved inner membrane protein	"orf, hypothetical protein [b1645]"	NaN
A_07_P020863	sodC	b1646	0.19	0.24	0.38	0.32	0.23	0.27	0.40	0.35	0.23	0.30	0.35	0.39	0.26	0.26	chr:1722559-1722500	"superoxide dismutase, Cu, Zn"	superoxide dismutase precursor [b1646]	-98.881
A_07_P020869	ydhF	b1647	0.37	0.47	0.35	0.47	0.43	0.51	0.32	0.42	0.32	0.50	0.35	0.51	0.43	0.59	chr:1722845-1722786	predicted oxidoreductase	"orf, hypothetical protein [b1647]"	-68.912
A_07_P020871	ydhL	b1648	0.62	0.66	0.51	0.60	0.70	0.83	0.72	0.96	0.88	1.11	0.50	0.55	1.12	1.35	chr:1723992-1723933	conserved protein	"orf, hypothetical protein [b1648]"	-13.023
A_07_P020877	ydhM	b1649	0.58	0.74	1.11	0.98	0.89	1.06	1.30	1.21	0.74	1.03	0.84	1.08	1.08	1.22	chr:1724147-1724206	predicted DNA-binding transcriptional regulator	"orf, hypothetical protein [b1649]"	-2.985
A_07_P020882	nemA	b1650	0.81	1.13	0.91	1.01	1.11	1.44	1.09	1.44	1.29	1.43	0.87	1.23	0.68	0.86	chr:1725448-1725507	"N-ethylmaleimide reductase, FMN-linked"	N-ethylmaleimide reductase [b1650]	11.266
A_07_P020890	gloA	b1651	0.52	0.68	0.79	1.00	0.45	0.70	0.69	0.90	0.67	0.81	1.03	1.37	0.38	0.50	chr:1726183-1726242	"glyoxalase I, Ni-dependent"	lactoylglutathione lyase [b1651]	-26.717
A_07_P020894	mhpT	b0353	0.90	1.81	0.76	1.67	0.78	1.65	0.73	1.96	1.00	1.30	0.56	1.22	0.93	2.08	chr:375497-375556	predicted 3-hydroxyphenylpropionic transporter	putative transport protein [b0353]	9.843
A_07_P020896	yaiL	b0354	1.05	0.92	1.24	1.27	1.54	1.81	1.60	1.71	1.24	1.94	1.07	1.19	3.31	3.17	chr:376289-376348	nucleoprotein/polynucleotide-associated enzyme	nucleoprotein/polynucleotide-associated enzyme [b0354]	38.311
A_07_P020903	frmB	b0355	2.07	1.51	2.08	1.37	1.73	1.35	1.73	0.90	1.78	0.68	1.12	0.73	2.98	1.77	chr:376836-376777	predicted esterase	putative esterase [b0355]	20.621
A_07_P020908	frmA	b0356	0.82	0.97	0.99	1.18	0.86	0.93	0.91	1.07	0.43	0.52	0.17	0.21	0.16	0.24	chr:378058-377999	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	"alcohol dehydrogenase class III; formaldehyde dehydrogenase, glutathione-dependent [b0356]"	-61.173
A_07_P020911	frmR	b0357	0.85	1.17	0.84	1.10	1.56	1.68	0.85	0.88	0.34	0.40	0.25	0.32	0.06	0.09	chr:378889-378830	regulator protein that represses frmRAB operon	putative alpha helix chain [b0357]	-70.706
A_07_P020918	yaiO	b0358	0.39	0.39	0.76	0.69	0.33	0.34	0.67	0.52	0.26	0.45	0.55	0.56	0.26	0.31	chr:379596-379537	predicted protein	"orf, hypothetical protein [b0358]"	-74.247
A_07_P020924		b0359	0.77	0.50	0.53	0.73	0.85	0.42	1.06	0.56	0.61	0.01	0.77	0.60	0.87	0.45	chr:380239-380180	ANNOTATION DISCONTINUED	ANNOTATION DISCONTINUED [b0359]	-102.557
A_07_P020927	insD	b0361	1.03	0.99	1.19	1.13	1.79	2.20	1.64	1.45	1.44	1.52	1.17	1.26	1.07	1.01	chr:4497463-4497522	KpLE2 phage-like element; IS2 insertion element transposase InsAB'	IS2 hypothetical protein [b0361]	25.822
A_07_P020932	yaiX_1	b0362	1.83	1.46	1.77	1.24	1.13	1.10	1.34	1.08	1.98	0.95	1.52	1.28	1.47	1.20	chr:381926-381867	ANNOTATION UPDATED TO B4579	"pseudogene, orf, hypothetical protein [b0362]"	22.798
A_07_P020937	yaiP	b0363	0.75	1.06	0.62	1.33	0.67	0.89	0.92	1.04	0.39	1.51	0.76	1.06	0.40	0.60	chr:382157-382098	predicted glucosyltransferase	polysaccharide metabolism [b0363]	-20.888
A_07_P020943	yaiS	b0364										2.03					chr:383389-383330	conserved protein	"orf, hypothetical protein [b0364]"	NaN
A_07_P020949	tauA	b0365	1.15	1.01	1.69	2.26	1.83	1.25	2.78	2.87	3.01	4.03	1.76	1.28		0.63	chr:384786-384845	taurine transporter subunit	taurine transport system periplasmic protein [b0365]	NaN
A_07_P020951	tauB	b0366	1.09	1.55	1.14	1.38	1.66	2.93	1.35	2.38	1.76	4.33	1.08	1.67	1.03	1.57	chr:385982-386041	taurine transporter subunit	taurine ATP-binding component of a transport system [b0366]	52.832
A_07_P020958	tauC	b0367	1.67	2.00			1.88	1.30			4.91		1.25	1.42		1.19	chr:386611-386670	taurine transporter subunit	taurine transport system permease protein [b0367]	NaN
A_07_P020964	tauD	b0368	1.16	1.37	1.21	1.50	1.61	1.64	1.43	1.84	1.41	2.27	1.24	1.38	1.36	1.76	chr:387647-387706	"taurine dioxygenase, 2-oxoglutarate-dependent"	"taurine dioxygenase, 2-oxoglutarate-dependent [b0368]"	37.078
A_07_P020966	hemB	b0369	2.12	2.33	1.39	1.51	3.40	3.24	1.55	1.78	1.98	1.46	1.72	1.97	0.57	0.62	chr:388406-388347	porphobilinogen synthase	5-aminolevulinate dehydratase = porphobilinogen synthase [b0369]	37.841
A_07_P020975	ykiB	b0370	1.29	0.83		0.53	0.72	0.46	0.62		0.13		1.18	0.77	0.87	0.81	chr:389386-389327	ANNOTATION DISCONTINUED	ANNOTATION DISCONTINUED [b0370]	NaN
A_07_P020980	yaiT	b0371	1.63	1.30	1.42	0.97	1.33	0.66	1.49	0.45	1.33		1.52	1.27	2.97	1.80	chr:390717-390776	pseudo	"orf, hypothetical protein [b0371]"	NaN
A_07_P020983		b0374	0.37	0.36		0.35	0.30		0.31		0.38	0.01	0.47	0.35		0.09	chr:393066-393125	ANNOTATION DISCONTINUED	ANNOTATION DISCONTINUED [b0374]	NaN
A_07_P020987	yaiV	b0375	1.45	1.39							1.08		1.15	0.69			chr:394201-394260	predicted DNA-binding transcriptional regulator	"orf, hypothetical protein [b0375]"	NaN
A_07_P020991	ampH	b0376	0.43	0.48	0.40	0.44	0.37	0.42	0.40	0.46	0.51	0.52	0.35	0.48	1.00	1.12	chr:394704-394645	beta-lactamase/D-alanine carboxypeptidase	putative enzyme [b0376]	-52.329
A_07_P020999	sbmA	b0377	0.72	0.61	0.81	0.63	0.71	0.50	0.64	0.47	0.57	0.52	1.14	0.83	1.27	0.83	chr:397024-397083	predicted transporter	"sensitivity to microcin B17, possibly envelop protein [b0377]"	-32.757
A_07_P021005	yaiW	b0378	0.72	0.65	1.15	0.97	1.09	1.32	1.18	1.32	0.69	1.22	1.00	0.81	1.08	0.96	chr:397981-398040	predicted DNA-binding transcriptional regulator	"orf, hypothetical protein [b0378]"	-1.204
A_07_P021007	yaiY	b0379	0.32	0.29	0.33	0.42	0.32	0.28	0.39	0.39	0.40	0.25	0.67	0.60	0.42	0.39	chr:398553-398494	predicted inner membrane protein	"orf, hypothetical protein [b0379]"	-78.799
A_07_P021019	ddlA	b0381	1.01	1.39	1.46	2.19	0.87	2.10	1.59	2.57	1.76	2.88	2.10	2.94	0.69	1.17	chr:399223-399164	D-alanine-D-alanine ligase A	D-alanine-D-alanine ligase A [b0381]	46.861
A_07_P021023	iraP	b0382	1.02	0.51	0.89	0.47	0.54	0.31	0.73	0.42	0.68	0.51	1.28	0.61	1.48	0.71	chr:400630-400689	predicted protein	"orf, hypothetical protein [b0382]"	-34.492
A_07_P021029	phoA	b0383	1.05	0.85	1.76	1.21	0.91	0.75	1.34	1.37	0.83	0.36	1.17	0.86	0.66	0.50	chr:401952-402011	bacterial alkaline phosphatase	alkaline phosphatase [b0383]	-23.673
A_07_P021034	psiF	b0384	0.32	0.27	0.28	0.22	0.16	0.17	0.17	0.19	0.23	0.17	0.36	0.28	0.35	0.29	chr:402727-402786	conserved protein	induced by phosphate starvation [b0384]	-118.646
A_07_P021039	adrA	b0385	0.84	1.41	1.05	1.20	0.78	1.02	1.38	0.83	0.69		0.67	1.13	0.69	1.34	chr:403865-403924	predicted diguanylate cyclase	"orf, hypothetical protein [b0385]"	NaN
A_07_P021045	proC	b0386	1.38	1.21	0.91	0.92	0.71	0.69	0.71	0.76	0.92	0.82	1.13	0.88	1.21	1.20	chr:404119-404060	"pyrroline-5-carboxylate reductase, NAD(P)-binding"	pyrroline-5-carboxylate reductase [b0386]	-7.805
A_07_P021047	yaiI	b0387	1.27	1.44	1.18	1.10	0.92	1.01	1.13	1.02	1.16	1.32	1.02	1.25	2.49	2.50	chr:404989-405048	conserved protein	"orf, hypothetical protein [b0387]"	19.875
A_07_P021052	aroL	b0388	1.39	1.57	1.69	2.02	2.35	2.68	2.44	3.41	2.34	2.62	2.64	2.88	1.29	1.40	chr:405885-405944	shikimate kinase II	shikimate kinase II [b0388]	65.072
A_07_P021060	yaiA	b0389	0.60	0.35	0.86	0.53	0.51	0.42	0.77	0.59	0.56	0.58	0.85	0.53	1.07	0.62	chr:406236-406295	predicted protein	"orf, hypothetical protein [b0389]"	-39.746
A_07_P021063	aroM	b0390	0.57	0.49	0.27	0.49	0.47	0.31	0.31	0.28	0.59	0.39	0.85	0.81	1.09	1.16	chr:407200-407259	conserved protein	"protein of aro operon, regulated by aroR [b0390]"	-50.230
A_07_P021069	yaiE	b0391	0.99	0.81	1.08	0.81	0.46	0.38	0.73	0.58	0.83	0.77	0.93	0.73	1.70	1.33	chr:407405-407464	conserved protein	"orf, hypothetical protein [b0391]"	-17.233
A_07_P021074	ykiA	b0392	0.87	0.94	0.67	0.71	0.56	0.50	0.70	0.65	0.92	0.79	0.74	0.71	1.82	1.66	chr:408062-408121	pseudo	"orf, hypothetical protein [b0392]"	-13.665
A_07_P021080	rdgC	b0393	1.89	2.26	2.20	2.25	1.77	2.98	1.93	3.42	2.41	3.74	1.24	1.59	1.76	2.00	chr:408407-408348	"DNA-binding protein, non-specific"	"orf, hypothetical protein [b0393]"	67.701
A_07_P021084	mak	b0394	0.47	0.61	0.27	0.38	0.51	0.60	0.34	0.57	0.49	0.70	0.21	0.31	0.45	0.66	chr:410144-410203	manno(fructo)kinase	possible NAGC-like transcriptional regulator [b0394]	-57.938
A_07_P021086		b0395	0.46	0.52	0.30	0.41	0.44	0.46	0.27	0.46	0.45	0.55	0.30	0.34	0.55	0.79	chr:410259-410318	ANNOTATION DISCONTINUED	ANNOTATION DISCONTINUED [b0395]	-62.462
A_07_P021091	araJ	b0396	1.45	1.56	1.08	0.93	1.54	1.53	1.25	1.20	1.93	1.54	1.13	1.18	2.52	2.09	chr:410866-410807	predicted transporter	involved in either transport or processing of arabinose polymers [b0396]	35.440
A_07_P021099	sbcC	b0397	1.16	1.53	1.63	1.72	1.96	2.71	2.27	2.53	1.94	2.06	0.90	1.28	0.95	1.10	chr:411938-411879	"exonuclease, dsDNA, ATP-dependent"	ATP-dependent dsDNA exonuclease [b0397]	41.740
A_07_P021103	sbcD	b0398	2.16	1.66	1.85	2.12	2.37	2.49	2.64	2.69	3.06	2.05	1.53	1.62	1.99	1.92	chr:415241-415182	"exonuclease, dsDNA, ATP-dependent"	ATP-dependent dsDNA exonuclease [b0398]	63.546
A_07_P021109	phoB	b0399	1.47	1.25	2.24	1.87	1.60	1.79	1.85	1.76	1.23	1.39	1.22	1.21	0.45	0.40	chr:416465-416524	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC)	"positive response regulator for pho regulon, sensor is PhoR [b0399]"	15.385
A_07_P021115	phoR	b0400	1.73	1.62	1.99	1.58	1.06	1.01	1.47	1.43	1.31	1.57	0.82	0.82	1.47	1.34	chr:418284-418343	sensory histidine kinase in two-component regulatory system with PhoB	positive and negative sensor protein for pho regulon [b0400]	20.906
A_07_P021120	brnQ	b0401	1.31	1.97	1.63	1.79	0.95	1.32	2.31	2.67	2.57	4.00	1.70	3.01	2.53	2.90	chr:419855-419914	predicted branched chain amino acid transporter (LIV-II)	branched chain amino acid transport system II carrier protein [b0401]	70.340
A_07_P021122	proY	b0402	1.82	2.72	0.96	2.41	1.32	1.66	1.13	2.20	1.84	2.42	1.64	2.52	0.69	1.58	chr:421434-421493	predicted cryptic proline transporter	proline permease transport protein [b0402]	44.432
A_07_P021126	malZ	b0403	9.50	10.87	4.61	6.44	2.28	2.55	1.46	2.12	1.22	1.93	0.94	1.18	1.25	1.79	chr:423175-423234	maltodextrin glucosidase	maltodextrin glucosidase [b0403]	46.248
A_07_P021134	acpH	b0404	1.18	1.41	1.04	1.43	2.07	2.18	1.21	1.38	1.29	1.12	1.10	1.55	0.56	0.72	chr:423816-423757	conserved protein	putative glycoprotein [b0404]	14.773
A_07_P021137	queA	b0405	1.52	1.42	1.72	1.64	2.17	2.02	2.11	2.10	2.20	2.95	2.80	2.93	4.40	3.85	chr:425196-425255	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	synthesis of queuine in tRNA; probably S-adenosylmethionine:tRNA ribosyltransferase-isomerase [b0405]	73.724
A_07_P021144	tgt	b0406	0.74	0.71	1.00	0.89	0.86	0.77	1.07	0.99	0.81	1.09	0.69	0.73	1.26	1.24	chr:426403-426462	tRNA-guanine transglycosylase	tRNA-guanine transglycosylase [b0406]	-6.240
A_07_P021148	yajC	b0407	0.92	1.24	0.68	1.10	0.96	1.05	0.77	1.12	0.72	1.28	0.79	1.00	0.81	1.36	chr:426749-426808	SecYEG protein translocase auxillary subunit	"orf, hypothetical protein [b0407]"	-3.024
A_07_P021151	secD	b0408	0.80	0.83	1.05	1.06	0.86	0.81	1.15	1.26	1.31	1.44	1.55	1.56	1.74	1.63	chr:428434-428493	SecYEG protein translocase auxillary subunit	"protein secretion; membrane protein, part of the channel [b0408]"	20.235
A_07_P021156	secF	b0409	0.69	1.10	0.99	1.37	0.97	1.02	0.91	1.13	0.86	1.09	1.09	1.51	0.76	1.14	chr:429296-429355	SecYEG protein translocase auxillary subunit	"protein secretion, membrane protein [b0409]"	1.184
A_07_P021164	yajD	b0410	0.99	0.62	0.84	0.63	1.11	0.97	0.67	0.53	1.15	0.67	1.42	0.97	0.58	0.48	chr:430020-430079	conserved protein	"orf, hypothetical protein [b0410]"	-15.825
A_07_P021167	tsx	b0411	0.74	0.91	0.58	1.02	1.58	1.67	1.68	2.30	1.26	1.23	0.80	1.03	0.29	0.45	chr:430569-430510	"nucleoside channel, receptor of phage T6 and colicin K"	nucleoside channel; receptor of phage T6 and colicin K [b0411]	3.902
A_07_P021173	yajI	b0412	0.84	0.65	1.09	0.70	0.76	0.65	0.78	0.61	0.93	0.64	1.41	1.04	1.58	1.19	chr:431601-431542	predicted lipoprotein	"orf, hypothetical protein [b0412]"	-11.056
A_07_P021179	nrdR	b0413	0.98	1.69	1.00	1.74	3.79	3.49	1.49	1.75	1.33	1.16	1.50	2.67	0.23	0.39	chr:432597-432656	conserved protein	"orf, hypothetical protein [b0413]"	19.265
A_07_P021185	ribD	b0414	1.17	1.27	1.29	1.32	2.68	2.41	1.87	2.39	1.97	1.82	1.31	1.30	0.75	0.72	chr:433492-433551	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	bifunctional pyrimidine deaminase/reductase in pathway of riboflavin synthesis [b0414]	37.096
A_07_P021187	ribE	b0415	1.56	1.95	1.52	1.84	4.33	4.50	2.46	2.60	2.10	2.21	1.80	2.39	0.80	1.11	chr:433973-434032	riboflavin synthase beta chain	"riboflavin synthase, beta chain [b0415]"	57.782
A_07_P021194	nusB	b0416	1.90	1.99	1.66	1.76	5.25	4.08	2.11	2.14	2.47	1.86	2.57	2.49	0.74	0.88	chr:434446-434505	transcription antitermination protein	transcription termination; L factor [b0416]	57.430
A_07_P021200	thiL	b0417	1.93	2.12	1.10	1.17	1.55	1.92	1.41	1.53	1.98	1.53	1.34	1.79	1.62	1.59	chr:435755-435814	thiamin-monophosphate kinase	thiamin-monophosphate kinase [b0417]	39.250
A_07_P021204	pgpA	b0418	1.37	2.21	0.92	1.13	1.01	1.24	0.95	1.10	1.22	1.32	0.65	1.07	1.27	1.60	chr:436049-436108	phosphatidylglycerophosphatase A	phosphatidylglycerophosphatase [b0418]	12.882
A_07_P021210	yajO	b0419	0.34	0.43	0.25	0.40	0.39	0.58	0.23	0.38	0.32	0.41	0.47	0.59	0.15	0.21	chr:436652-436593	"2-carboxybenzaldehyde reductase, function unknown"	putative NAD [b0419]	-84.078
A_07_P021211	dxs	b0420	0.76	0.82	0.74	0.89	0.85	1.04	0.79	0.93	0.80	1.03	0.76	0.88	1.11	1.33	chr:438565-438506	"1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring"	1-deoxyxylulose-5-phosphate synthase; flavoprotein [b0420]	-6.812
A_07_P021218	ispA	b0421	1.60	1.44	1.08	1.28	1.95	1.48	1.20	1.04	1.92	1.05	1.52	1.33	0.75	0.79	chr:440099-440040	geranyltranstransferase	geranyltranstransferase [b0421]	20.270
A_07_P021224	xseB	b0422	0.91	0.98	0.98	1.00	1.51	1.85	1.04	1.09	0.90	0.97	0.93	1.07	0.63	0.65	chr:440384-440325	exonuclease VII small subunit	"exonuclease VII, small subunit [b0422]"	-2.031
A_07_P021226	thiI	b0423	2.65	2.47	1.92	1.97	2.98	2.80	3.08	2.88	3.92	2.87	2.68	2.71	3.00	2.67	chr:442044-442103	sulfurtransferase required for thiamine and 4-thiouridine biosynthesis	putative oxidoreductase [b0423]	86.436
A_07_P021231	yajL	b0424	0.91	1.79	0.78	1.41	1.02	1.95	1.09	1.88	1.44	2.37	0.66	1.33	1.97	3.58	chr:442340-442281	conserved protein	4-methyl-5 [b0424]	37.144
A_07_P021236	panE	b0425	1.15	1.15	1.14	1.22	1.66	1.56	1.41	1.50	1.33	1.65	1.08	1.16	2.00	2.22	chr:443176-443117	"2-dehydropantoate reductase, NADPH-specific"	"involved in thiamin biosynthesis, alternative pyrimidine biosynthesis [b0425]"	30.789
A_07_P021245	yajQ	b0426	1.46	1.36	1.13	1.04	1.87	1.97	1.30	1.36	2.30	1.13	2.65	2.34	0.60	0.55	chr:444226-444285	predicted nucleotide binding protein	"orf, hypothetical protein [b0426]"	29.356
A_07_P021246	yajR	b0427	2.84	2.91	2.33	2.61	2.45	3.44	4.58	3.84	4.28	4.32	1.93	2.61	8.07	7.86	chr:444594-444535	predicted transporter	putative transport protein [b0427]	108.131
A_07_P021254	cyoE	b0428	1.00	1.40	0.75	1.23	1.05	1.35	0.91	1.31	1.40	1.91	1.41	2.04	2.11	3.50	chr:446764-446705	protoheme IX farnesyltransferase	protoheme IX farnesyltransferase [b0428]	35.333
A_07_P021258	cyoD	b0429	0.92	1.11	0.99	0.97	0.94	1.42	1.03	1.11	1.56	1.90	1.15	1.44	3.03	3.33	chr:447000-446941	cytochrome o ubiquinol oxidase subunit IV	cytochrome o ubiquinol oxidase subunit IV [b0429]	34.720
A_07_P021261	cyoC	b0430	0.94	1.08	0.81	0.86	0.98	1.18	0.87	1.00	1.33	1.34	1.04	1.36	1.39	1.50	chr:447564-447505	cytochrome o ubiquinol oxidase subunit III	cytochrome o ubiquinol oxidase subunit III [b0430]	14.675
A_07_P021268	cyoB	b0431	0.80	0.52	1.03	0.98	1.12	1.01	0.97	1.06	1.30	1.14	2.94	1.92	0.39	0.32	chr:447936-447877	cytochrome o ubiquinol oxidase subunit I	cytochrome o ubiquinol oxidase subunit I [b0431]	3.553
A_07_P021271	cyoA	b0432	1.51	0.94	1.47	1.06	1.64	1.36	1.24	1.14	2.75	1.09	4.18	2.56	1.11	0.69	chr:450021-449962	cytochrome o ubiquinol oxidase subunit II	cytochrome o ubiquinol oxidase subunit II [b0432]	35.824
A_07_P021279	ampG	b0433	1.90	2.27	1.72	1.97	2.20	2.17	1.52	1.90	1.98	1.64	2.52	2.80	0.96	1.10	chr:451551-451492	muropeptide transporter	regulates beta-lactamase synthesis [b0433]	46.721
A_07_P021285	yajG	b0434	1.43	0.81	1.84	0.72	1.35	0.98	1.41	0.68	1.68	0.57	2.63	1.33	0.45	0.18	chr:453367-453308	predicted lipoprotein	putative polymerase/proteinase [b0434]	-5.616
A_07_P021288	bolA	b0435	0.31	0.23	0.15	0.15	0.24	0.18	0.18	0.22	0.27	0.29	0.21	0.14	0.32	0.37	chr:453841-453900	regulator of penicillin binding proteins and beta lactamase transcription (morphogene)	possible regulator of murein genes [b0435]	-111.764
A_07_P021295	tig	b0436	1.92	2.04	1.20	1.22	1.28	1.72	1.14	1.17	2.60	1.05	1.71	1.88	1.02	0.99	chr:455587-455646	peptidyl-prolyl cis/trans isomerase (trigger factor)	trigger factor; a molecular chaperone involved in cell division [b0436]	30.672
A_07_P021300	clpP	b0437	0.82	0.86	0.85	0.84	0.82	0.85	0.88	0.95	0.97	0.95	0.75	0.83	0.72	0.75	chr:456375-456434	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	"ATP-dependent proteolytic subunit of clpA-clpP serine protease, heat shock protein F21.5 [b0437]"	-10.718
A_07_P021303	clpX	b0438	0.91	1.23	0.78	0.84	0.66	0.83	0.63	0.64	1.19	0.89	0.65	0.98	1.33	1.41	chr:457828-457887	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	"ATP-dependent specificity component of clpP serine protease, chaperone [b0438]"	-5.386
A_07_P021309	lon	b0439	0.87	0.99	0.46	0.62	0.66	0.63	0.34	0.42	0.79	0.68	0.87	1.06	1.34	1.75	chr:460311-460370	DNA-binding ATP-dependent protease La	"DNA-binding, ATP-dependent protease La; heat shock K-protein [b0439]"	-21.336
A_07_P021314	hupB	b0440	0.54	0.65	0.42	0.50	0.41	0.45	0.24	0.26	0.38	0.23	0.53	0.62	0.11	0.13	chr:460777-460836	"HU, DNA-binding transcriptional regulator, beta subunit"	"DNA-binding protein HU-beta, NS1 [b0440]"	-93.252
A_07_P021316	ppiD	b0441	1.24	0.96	0.67	0.66	0.73	0.66	0.61	0.62	1.02	0.87	1.24	0.88	1.21	1.08	chr:462931-462990	peptidyl-prolyl cis-trans isomerase (rotamase D)	putative protease maturation protein [b0441]	-8.884
A_07_P021322	ybaV	b0442	0.84	1.16	0.50	0.66	0.78	0.99	0.78	1.02	1.05	1.29	0.49	0.64	1.23	1.44	chr:463419-463478	conserved protein	"orf, hypothetical protein [b0442]"	-2.518
A_07_P021326	ybaW	b0443	0.15	0.14	0.11	0.09	0.08	0.08	0.10	0.09	0.09	0.11	0.08	0.08	0.15	0.14	chr:463915-463974	conserved protein	"orf, hypothetical protein [b0443]"	-182.168
A_07_P021334	queC	b0444	0.94	1.15	0.89	1.01	0.90	0.96	1.04	1.17	0.98	1.52	1.08	1.36	1.91	2.48	chr:464251-464192	predicted aluminum resistance protein	"orf, hypothetical protein [b0444]"	17.126
A_07_P021336	ybaE	b0445	0.52	0.34	0.56	0.22	0.30	0.22	0.24		0.19	0.01	0.45	0.35	0.26	0.16	chr:465034-464975	predicted transporter subunit: periplasmic-binding component of ABC superfamily	"orf, hypothetical protein [b0445]"	NaN
A_07_P021345	cof	b0446	1.13	1.25	1.08	1.29	1.28	1.31	1.09	1.43	0.99	1.12	0.99	1.10	0.83	0.97	chr:466984-467043	thiamin pyrimidine pyrophosphate hydrolase	"orf, hypothetical protein [b0446]"	6.424
A_07_P021347	ybaO	b0447	0.72	1.10	1.23	1.94	0.87	0.94	1.26	1.62	0.89	1.08	0.94	1.29	0.53	0.80	chr:468006-468065	predicted DNA-binding transcriptional regulator	putative LRP-like transcriptional regulator [b0447]	-0.731
A_07_P021355	mdlA	b0448	2.02	2.32	1.01	1.35	1.45	1.42	0.95	1.15	1.48	1.24	0.83	1.03	1.43	1.85	chr:469266-469325	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components	ATP-binding component of a transport system [b0448]	21.273
A_07_P021356	mdlB	b0449	1.65	1.84	0.97	1.10	1.18	1.26	0.80	0.90	1.21	0.96	0.69	0.82	1.67	2.15	chr:470899-470958	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components	putative ATP-binding component of a transport system [b0449]	8.715
A_07_P021363	glnK	b0450	2.39	3.11	4.50	8.22	1.84	3.45	1.74	3.43	1.25	1.57	1.64	1.89		1.59	chr:471988-472047	"nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB"	nitrogen regulatory protein P-II 2 [b0450]	NaN
A_07_P021366	amtB	b0451	1.65	2.06	2.24	3.65	1.27	1.69	2.19	1.78	1.56	1.61	1.61	1.92	1.68	1.82	chr:472463-472522	ammonium transporter	probable ammonium transporter [b0451]	42.730
A_07_P021371	tesB	b0452	0.58	0.69	0.55	0.70	0.69	0.80	0.71	0.84	0.62	0.76	0.58	0.73	0.61	0.74	chr:474206-474147	acyl-CoA thioesterase II	acyl-CoA thioesterase II [b0452]	-29.605
A_07_P021380	ybaY	b0453	0.32	0.36	0.23	0.23	0.22	0.18	0.20	0.22	0.21	0.35	0.21	0.24	0.35	0.40	chr:474946-475005	predicted outer membrane lipoprotein	glycoprotein/polysaccharide metabolism [b0453]	-107.167
A_07_P021381	ybaZ	b0454	1.41	1.00	1.46	1.00	0.99	0.89	1.07	0.79	1.05	1.02	2.08	1.56	1.16	0.75	chr:475535-475476	predicted methyltransferase	"orf, hypothetical protein [b0454]"	6.615
